SeqNo;Date;Loc Time;TempVAT;TempCabine;Cond;Ip;In;I1+;I1-;I2+;I2-;I3+;I3-;I4+;I4-;I5+;I5-;I6+;I6-;I7+;I7-;I8+;I8-;Carga
7652;09/05/2022;12:14:16.531;3,76E+07;2,38E+07;   0.000000E+0;36;37;5;5;5;5;6;6;0;0;6;7;7;7;0;0;7;7;189237
7653;09/05/2022;12:14:17.526;3,76E+07;2,38E+07;   0.000000E+0;36;47;5;7;5;7;6;8;0;0;6;9;7;8;0;0;7;8;189237
7654;09/05/2022;12:14:18.534;3,76E+07;2,38E+07;   0.000000E+0;36;47;5;7;5;7;6;8;0;0;6;9;7;8;0;0;7;8;189237
7655;09/05/2022;12:14:19.523;3,76E+07;2,38E+07;   0.000000E+0;37;37;5;5;5;5;6;6;0;0;7;7;7;7;0;0;7;7;189237
7656;09/05/2022;12:14:20.516;3,76E+07;2,38E+07;   0.000000E+0;35;46;5;7;5;7;5;7;0;0;6;9;7;8;0;0;7;8;189237
7657;09/05/2022;12:14:21.517;3,76E+07;2,38E+07;   0.000000E+0;35;46;5;7;5;7;5;7;0;0;6;9;7;8;0;0;7;8;189237
7658;09/05/2022;12:14:22.515;3,76E+07;2,38E+07;   0.000000E+0;35;37;5;5;5;5;5;6;0;0;6;7;7;7;0;0;7;7;189237
7659;09/05/2022;12:14:23.507;3,76E+07;2,38E+07;   0.000000E+0;35;37;5;5;5;5;5;6;0;0;6;7;7;7;0;0;7;7;189237
7660;09/05/2022;12:14:24.507;3,76E+07;2,38E+07;   0.000000E+0;35;41;5;6;5;6;5;6;0;0;7;8;6;7;0;0;7;8;189237
7661;09/05/2022;12:14:25.534;3,76E+07;2,38E+07;   0.000000E+0;35;38;5;5;5;5;5;5;0;0;7;9;6;7;0;0;7;7;189237
7662;09/05/2022;12:14:26.509;3,76E+07;2,38E+07;   0.000000E+0;35;38;5;5;5;5;5;5;0;0;7;9;6;7;0;0;7;7;189237
7663;09/05/2022;12:14:27.534;3,76E+07;2,38E+07;   0.000000E+0;36;43;4;6;5;7;5;7;0;0;8;9;7;7;0;0;7;7;189237
7664;09/05/2022;12:14:28.525;3,76E+07;2,38E+07;   0.000000E+0;36;43;4;6;5;7;5;7;0;0;8;9;7;7;0;0;7;7;189237
7665;09/05/2022;12:14:29.537;3,76E+07;2,38E+07;   0.000000E+0;36;37;4;4;5;5;5;5;0;0;8;9;7;7;0;0;7;7;189237
7666;09/05/2022;12:14:30.517;3,76E+07;2,38E+07;   0.000000E+0;36;41;4;5;5;6;5;7;0;0;8;9;7;7;0;0;7;7;189237
7667;09/05/2022;12:14:31.535;3,76E+07;2,38E+07;   0.000000E+0;36;41;4;5;5;6;5;7;0;0;8;9;7;7;0;0;7;7;189237
7668;09/05/2022;12:14:32.527;3,76E+07;2,38E+07;   0.000000E+0;35;38;4;5;4;5;5;5;0;0;8;9;7;7;0;0;7;7;189237
7669;09/05/2022;12:14:33.527;3,76E+07;2,39E+07;   0.000000E+0;35;43;4;5;4;6;5;7;0;0;8;10;7;8;0;0;7;7;189237
7670;09/05/2022;12:14:34.531;3,76E+07;2,39E+07;   0.000000E+0;35;43;4;5;4;6;5;7;0;0;8;10;7;8;0;0;7;7;189237
7671;09/05/2022;12:14:35.534;3,76E+07;2,39E+07;   0.000000E+0;36;37;4;4;4;5;5;5;0;0;8;9;8;7;0;0;7;7;189237
7672;09/05/2022;12:14:36.506;3,76E+07;2,39E+07;   0.000000E+0;36;37;4;4;4;5;5;5;0;0;8;9;8;7;0;0;7;7;189237
7673;09/05/2022;12:14:37.534;3,76E+07;2,39E+07;   0.000000E+0;35;39;4;4;4;6;5;5;0;0;8;10;7;7;0;0;7;7;189521
7674;09/05/2022;12:14:38.529;3,76E+07;2,39E+07;   0.000000E+0;36;36;4;4;4;4;5;5;0;0;8;9;8;7;0;0;7;7;189521
7675;09/05/2022;12:14:39.524;3,76E+07;2,39E+07;   0.000000E+0;36;36;4;4;4;4;5;5;0;0;8;9;8;7;0;0;7;7;189521
7676;09/05/2022;12:14:40.525;3,76E+07;2,39E+07;   0.000000E+0;35;38;4;4;4;4;5;5;0;0;8;10;7;8;0;0;7;7;189521
7677;09/05/2022;12:14:41.514;3,76E+07;2,39E+07;   0.000000E+0;35;38;4;4;4;4;5;5;0;0;8;10;7;8;0;0;7;7;189521
7678;09/05/2022;12:14:42.527;3,76E+07;2,39E+07;   0.000000E+0;36;38;4;5;5;5;5;5;0;0;8;9;7;7;0;0;7;7;190123
7679;09/05/2022;12:14:43.525;3,76E+07;2,39E+07;   0.000000E+0;36;39;4;4;5;6;5;5;0;0;8;9;7;8;0;0;7;7;190515
7680;09/05/2022;12:14:44.527;3,76E+07;2,39E+07;   0.000000E+0;36;39;4;4;5;6;5;5;0;0;8;9;7;8;0;0;7;7;190515
7681;09/05/2022;12:14:45.515;3,76E+07;2,39E+07;   0.000000E+0;35;37;4;4;4;5;5;5;0;0;8;9;7;7;0;0;7;7;190515
7682;09/05/2022;12:14:46.509;3,76E+07;2,39E+07;   0.000000E+0;35;39;4;5;4;6;5;5;0;0;8;9;7;7;0;0;7;7;190515
7683;09/05/2022;12:14:47.515;3,76E+07;2,39E+07;   0.000000E+0;35;39;4;5;4;6;5;5;0;0;8;9;7;7;0;0;7;7;190515
7684;09/05/2022;12:14:48.534;3,76E+07;2,39E+07;   0.000000E+0;36;37;4;4;5;5;5;5;0;0;8;9;7;7;0;0;7;7;190515
7685;09/05/2022;12:14:49.506;3,76E+07;2,39E+07;   0.000000E+0;36;37;4;4;5;5;5;5;0;0;8;9;7;7;0;0;7;7;190515
7686;09/05/2022;12:14:50.534;3,76E+07;2,39E+07;   0.000000E+0;36;38;4;4;5;6;5;5;0;0;7;9;8;7;0;0;7;7;190515
7687;09/05/2022;12:14:51.524;3,76E+07;2,39E+07;   0.000000E+0;36;37;4;4;4;5;5;5;0;0;8;9;8;7;0;0;7;7;190885
7688;09/05/2022;12:14:52.537;3,76E+07;2,39E+07;   0.000000E+0;36;37;4;4;4;5;5;5;0;0;8;9;8;7;0;0;7;7;190885
7689;09/05/2022;12:14:53.507;3,76E+07;2,39E+07;   0.000000E+0;35;42;4;5;4;5;5;5;0;0;8;12;7;7;0;0;7;8;190885
7690;09/05/2022;12:14:54.539;3,76E+07;2,39E+07;   0.000000E+0;35;42;4;5;4;5;5;5;0;0;8;12;7;7;0;0;7;8;190885
7691;09/05/2022;12:14:55.508;3,76E+07;2,39E+07;   0.000000E+0;35;37;4;5;5;5;6;6;0;0;7;8;7;7;0;0;6;6;190885
7692;09/05/2022;12:14:56.525;3,76E+07;2,39E+07;   0.000000E+0;33;36;4;5;4;5;5;6;0;0;7;7;7;7;0;0;6;6;190885
7693;09/05/2022;12:14:57.550;3,76E+07;2,39E+07;   0.000000E+0;33;36;4;5;4;5;5;6;0;0;7;7;7;7;0;0;6;6;190885
7694;09/05/2022;12:14:58.507;3,76E+07;2,39E+07;   0.000000E+0;36;37;5;5;5;6;6;6;0;0;7;7;7;7;0;0;6;6;191128
7695;09/05/2022;12:14:59.537;3,76E+07;2,39E+07;   0.000000E+0;35;39;5;6;4;6;5;6;0;0;7;7;7;7;0;0;7;7;191128
7696;09/05/2022;12:15:00.507;3,76E+07;2,39E+07;   0.000000E+0;35;39;5;6;4;6;5;6;0;0;7;7;7;7;0;0;7;7;191128
7697;09/05/2022;12:15:01.508;3,76E+07;2,39E+07;   0.000000E+0;37;37;5;5;5;5;6;6;0;0;7;7;7;7;0;0;7;7;191128
7698;09/05/2022;12:15:02.536;3,76E+07;2,39E+07;   0.000000E+0;37;37;5;5;5;5;6;6;0;0;7;7;7;7;0;0;7;7;191128
7699;09/05/2022;12:15:03.526;3,76E+07;2,39E+07;   0.000000E+0;37;38;5;6;5;5;5;6;0;0;7;7;8;7;0;0;7;7;191128
7700;09/05/2022;12:15:04.521;3,76E+07;2,39E+07;   0.000000E+0;37;37;5;5;5;5;6;6;0;0;7;7;7;7;0;0;7;7;191128
7701;09/05/2022;12:15:05.513;3,76E+07;2,39E+07;   0.000000E+0;37;37;5;5;5;5;6;6;0;0;7;7;7;7;0;0;7;7;191128
7702;09/05/2022;12:15:06.508;3,76E+07;2,39E+07;   0.000000E+0;37;37;5;5;5;5;5;6;0;0;7;7;8;7;0;0;7;7;191128
7703;09/05/2022;12:15:07.533;3,77E+07;2,39E+07;   0.000000E+0;37;37;5;5;5;5;5;6;0;0;7;7;8;7;0;0;7;7;191128
7704;09/05/2022;12:15:08.510;3,77E+07;2,39E+07;   0.000000E+0;37;36;5;5;5;5;6;6;0;0;7;6;7;7;0;0;7;7;191128
7705;09/05/2022;12:15:09.529;3,77E+07;2,39E+07;   0.000000E+0;37;38;5;5;5;6;5;6;0;0;7;7;8;7;0;0;7;7;191128
7706;09/05/2022;12:15:10.546;3,77E+07;2,39E+07;   0.000000E+0;37;38;5;5;5;6;5;6;0;0;7;7;8;7;0;0;7;7;191128
7707;09/05/2022;12:15:11.516;3,77E+07;2,39E+07;   0.000000E+0;37;36;5;5;5;5;6;6;0;0;7;6;7;7;0;0;7;7;191128
7708;09/05/2022;12:15:12.507;3,77E+07;2,39E+07;   0.000000E+0;37;37;5;6;5;5;5;6;0;0;7;7;8;7;0;0;7;6;191128
7709;09/05/2022;12:15:13.526;3,77E+07;2,39E+07;   0.000000E+0;37;37;5;6;5;5;5;6;0;0;7;7;8;7;0;0;7;6;191128
7710;09/05/2022;12:15:14.511;3,77E+07;2,39E+07;   0.000000E+0;36;37;5;6;5;5;6;6;0;0;6;7;7;7;0;0;7;6;191128
7711;09/05/2022;12:15:15.518;3,77E+07;2,39E+07;   0.000000E+0;36;37;5;6;5;5;6;6;0;0;6;7;7;7;0;0;7;6;191128
7712;09/05/2022;12:15:16.536;3,77E+07;2,39E+07;   0.000000E+0;37;39;5;6;5;6;5;6;0;0;7;7;8;7;0;0;7;7;191128
7713;09/05/2022;12:15:17.528;3,77E+07;2,39E+07;   0.000000E+0;36;38;5;6;5;5;6;6;0;0;6;7;7;7;0;0;7;7;191128
7714;09/05/2022;12:15:18.534;3,77E+07;2,39E+07;   0.000000E+0;36;38;5;6;5;5;6;6;0;0;6;7;7;7;0;0;7;7;191128
7715;09/05/2022;12:15:19.534;3,77E+07;2,39E+07;   0.000000E+0;37;39;5;6;5;6;6;6;0;0;6;7;8;7;0;0;7;7;191128
7716;09/05/2022;12:15:20.533;3,77E+07;2,39E+07;   0.000000E+0;37;39;5;6;5;6;6;6;0;0;6;7;8;7;0;0;7;7;191128
7717;09/05/2022;12:15:21.539;3,77E+07;2,39E+07;   0.000000E+0;36;38;5;6;5;5;6;6;0;0;6;7;7;7;0;0;7;7;191128
7718;09/05/2022;12:15:22.514;3,77E+07;2,39E+07;   0.000000E+0;37;38;5;6;5;5;6;6;0;0;6;7;8;7;0;0;7;7;191128
7719;09/05/2022;12:15:23.521;3,77E+07;2,39E+07;   0.000000E+0;37;38;5;6;5;5;6;6;0;0;6;7;8;7;0;0;7;7;191128
7720;09/05/2022;12:15:24.515;3,77E+07;2,39E+07;   0.000000E+0;36;42;4;5;5;5;5;7;0;0;7;8;7;9;0;0;8;8;191128
7721;09/05/2022;12:15:25.511;3,77E+07;2,39E+07;   0.000000E+0;37;39;5;5;5;5;5;5;0;0;7;9;7;7;0;0;8;8;191128
7722;09/05/2022;12:15:26.515;3,77E+07;2,39E+07;   0.000000E+0;37;39;5;5;5;5;5;5;0;0;7;9;7;7;0;0;8;8;191128
7723;09/05/2022;12:15:27.508;3,77E+07;2,39E+07;   0.000000E+0;35;37;4;5;4;5;5;5;0;0;8;8;7;7;0;0;7;7;191128
7724;09/05/2022;12:15:28.542;3,77E+07;2,39E+07;   0.000000E+0;35;37;4;5;4;5;5;5;0;0;8;8;7;7;0;0;7;7;191128
7725;09/05/2022;12:15:29.538;3,77E+07;2,39E+07;   0.000000E+0;35;37;4;5;4;4;5;5;0;0;8;9;7;7;0;0;7;7;191128
7726;09/05/2022;12:15:30.526;3,77E+07;2,39E+07;   0.000000E+0;36;38;4;5;4;5;5;5;0;0;8;9;8;7;0;0;7;7;191128
7727;09/05/2022;12:15:31.531;3,77E+07;2,39E+07;   0.000000E+0;36;38;4;5;4;5;5;5;0;0;8;9;8;7;0;0;7;7;191128
7728;09/05/2022;12:15:32.524;3,77E+07;2,39E+07;   0.000000E+0;36;36;4;4;4;4;5;5;0;0;8;9;8;7;0;0;7;7;191128
7729;09/05/2022;12:15:33.540;3,77E+07;2,39E+07;   0.000000E+0;36;36;4;4;4;4;5;5;0;0;8;9;8;7;0;0;7;7;191128
7730;09/05/2022;12:15:34.533;3,77E+07;2,39E+07;   0.000000E+0;35;37;4;5;4;4;5;5;0;0;8;9;7;7;0;0;7;7;191128
7731;09/05/2022;12:15:35.519;3,77E+07;2,39E+07;   0.000000E+0;35;37;4;4;4;4;5;5;0;0;8;9;7;8;0;0;7;7;191128
7732;09/05/2022;12:15:36.530;3,77E+07;2,39E+07;   0.000000E+0;35;37;4;4;4;4;5;5;0;0;8;9;7;8;0;0;7;7;191128
7733;09/05/2022;12:15:37.527;3,77E+07;2,39E+07;   0.000000E+0;35;47;4;6;4;5;5;6;0;0;8;12;7;9;0;0;7;9;191408
7734;09/05/2022;12:15:38.527;3,77E+07;2,39E+07;   0.000000E+0;35;37;4;4;4;4;5;5;0;0;8;9;7;8;0;0;7;7;191408
7735;09/05/2022;12:15:39.530;3,77E+07;2,39E+07;   0.000000E+0;35;37;4;4;4;4;5;5;0;0;8;9;7;8;0;0;7;7;191408
7736;09/05/2022;12:15:40.516;3,77E+07;2,39E+07;   0.000000E+0;35;47;4;6;4;6;5;6;0;0;8;11;7;9;0;0;7;9;191408
7737;09/05/2022;12:15:41.527;3,77E+07;2,39E+07;   0.000000E+0;35;47;4;6;4;6;5;6;0;0;8;11;7;9;0;0;7;9;191408
7738;09/05/2022;12:15:42.522;3,77E+07;2,39E+07;   0.000000E+0;31;38;4;4;0;4;5;5;0;0;8;10;7;8;0;0;7;7;192009
7739;09/05/2022;12:15:43.525;3,77E+07;2,39E+07;   0.000000E+0;35;47;4;6;4;6;5;6;0;0;8;11;7;9;0;0;7;9;192392
7740;09/05/2022;12:15:44.530;3,77E+07;2,39E+07;   0.000000E+0;35;47;4;6;4;6;5;6;0;0;8;11;7;9;0;0;7;9;192392
7741;09/05/2022;12:15:45.531;3,77E+07;2,39E+07;   0.000000E+0;35;37;4;4;4;4;5;5;0;0;8;9;7;8;0;0;7;7;192392
7742;09/05/2022;12:15:46.527;3,77E+07;2,39E+07;   0.000000E+0;35;37;4;4;4;4;5;5;0;0;8;9;7;8;0;0;7;7;192392
7743;09/05/2022;12:15:47.530;3,77E+07;2,39E+07;   0.000000E+0;36;45;4;6;5;6;5;6;0;0;8;10;7;9;0;0;7;8;192392
7744;09/05/2022;12:15:48.521;3,77E+07;2,39E+07;   0.000000E+0;36;37;4;4;5;4;5;5;0;0;8;9;7;8;0;0;7;7;192392
7745;09/05/2022;12:15:49.519;3,77E+07;2,39E+07;   0.000000E+0;36;37;4;4;5;4;5;5;0;0;8;9;7;8;0;0;7;7;192392
7746;09/05/2022;12:15:50.507;3,77E+07;2,39E+07;   0.000000E+0;36;46;4;6;5;6;5;7;0;0;8;10;7;8;0;0;7;9;192392
7747;09/05/2022;12:15:51.539;3,77E+07;2,39E+07;   0.000000E+0;36;38;4;4;5;4;5;5;0;0;8;10;7;8;0;0;7;7;192770
7748;09/05/2022;12:15:52.526;3,77E+07;2,39E+07;   0.000000E+0;36;38;4;4;5;4;5;5;0;0;8;10;7;8;0;0;7;7;192770
7749;09/05/2022;12:15:53.511;3,77E+07;2,39E+07;   0.000000E+0;37;36;4;5;5;5;5;5;0;0;9;8;7;7;0;0;7;6;192770
7750;09/05/2022;12:15:54.509;3,77E+07;2,39E+07;   0.000000E+0;37;36;4;5;5;5;5;5;0;0;9;8;7;7;0;0;7;6;192770
7751;09/05/2022;12:15:55.513;3,77E+07;2,39E+07;   0.000000E+0;37;37;4;5;5;5;5;6;0;0;9;8;7;7;0;0;7;6;192770
7752;09/05/2022;12:15:56.534;3,77E+07;2,39E+07;   0.000000E+0;35;46;5;7;5;7;6;7;0;0;6;9;7;8;0;0;6;8;192770
7753;09/05/2022;12:15:57.536;3,77E+07;2,39E+07;   0.000000E+0;35;46;5;7;5;7;6;7;0;0;6;9;7;8;0;0;6;8;192770
7754;09/05/2022;12:15:58.529;3,77E+07;2,39E+07;   0.000000E+0;35;37;5;6;5;5;6;6;0;0;6;7;7;7;0;0;6;6;193025
7755;09/05/2022;12:15:59.528;3,77E+07;2,39E+07;   0.000000E+0;35;37;5;6;5;5;6;6;0;0;6;7;7;7;0;0;6;6;193025
7756;09/05/2022;12:16:00.526;3,77E+07;2,39E+07;   0.000000E+0;36;41;5;7;5;7;6;6;0;0;6;7;7;7;0;0;7;7;193025
7757;09/05/2022;12:16:01.512;3,77E+07;2,39E+07;   0.000000E+0;37;38;5;6;5;5;6;6;0;0;7;7;7;7;0;0;7;7;193025
7758;09/05/2022;12:16:02.533;3,77E+07;2,39E+07;   0.000000E+0;37;38;5;6;5;5;6;6;0;0;7;7;7;7;0;0;7;7;193025
7759;09/05/2022;12:16:03.522;3,77E+07;2,39E+07;   0.000000E+0;36;40;5;6;5;7;6;6;0;0;6;7;7;7;0;0;7;7;193025
7760;09/05/2022;12:16:04.527;3,77E+07;2,39E+07;   0.000000E+0;36;37;5;5;5;5;6;6;0;0;6;7;7;7;0;0;7;7;193025
7761;09/05/2022;12:16:05.530;3,77E+07;2,39E+07;   0.000000E+0;36;37;5;5;5;5;6;6;0;0;6;7;7;7;0;0;7;7;193025
7762;09/05/2022;12:16:06.523;3,77E+07;2,39E+07;   0.000000E+0;35;40;5;6;5;6;5;6;0;0;6;7;7;8;0;0;7;7;193025
7763;09/05/2022;12:16:07.524;3,77E+07;2,39E+07;   0.000000E+0;35;40;5;6;5;6;5;6;0;0;6;7;7;8;0;0;7;7;193025
7764;09/05/2022;12:16:08.516;3,77E+07;2,39E+07;   0.000000E+0;38;38;5;6;5;5;6;6;0;0;7;7;8;7;0;0;7;7;193025
7765;09/05/2022;12:16:09.512;3,78E+07;2,39E+07;   0.000000E+0;36;40;5;6;5;6;5;6;0;0;7;7;7;8;0;0;7;7;193025
7766;09/05/2022;12:16:10.515;3,78E+07;2,39E+07;   0.000000E+0;36;40;5;6;5;6;5;6;0;0;7;7;7;8;0;0;7;7;193025
7767;09/05/2022;12:16:11.511;3,78E+07;2,39E+07;   0.000000E+0;38;38;5;5;5;6;6;6;0;0;7;7;8;7;0;0;7;7;193025
7768;09/05/2022;12:16:12.511;3,78E+07;2,39E+07;   0.000000E+0;38;38;5;5;5;6;6;6;0;0;7;7;8;7;0;0;7;7;193025
7769;09/05/2022;12:16:13.527;3,78E+07;2,39E+07;   0.000000E+0;35;37;5;6;5;5;5;6;0;0;6;7;7;7;0;0;7;6;193025
7770;09/05/2022;12:16:14.515;3,78E+07;2,39E+07;   0.000000E+0;38;39;5;6;5;6;6;6;0;0;7;7;8;7;0;0;7;7;193025
7771;09/05/2022;12:16:15.541;3,78E+07;2,39E+07;   0.000000E+0;38;39;5;6;5;6;6;6;0;0;7;7;8;7;0;0;7;7;193025
7772;09/05/2022;12:16:16.515;3,78E+07;2,39E+07;   0.000000E+0;36;39;5;6;5;6;6;6;0;0;6;7;7;7;0;0;7;7;193025
7773;09/05/2022;12:16:17.513;3,78E+07;2,39E+07;   0.000000E+0;38;39;5;6;6;6;6;6;0;0;7;7;7;7;0;0;7;7;193025
7774;09/05/2022;12:16:18.529;3,78E+07;2,39E+07;   0.000000E+0;38;39;5;6;6;6;6;6;0;0;7;7;7;7;0;0;7;7;193025
7775;09/05/2022;12:16:19.520;3,78E+07;2,39E+07;   0.000000E+0;35;38;5;6;5;5;5;6;0;0;6;7;7;7;0;0;7;7;193025
7776;09/05/2022;12:16:20.528;3,78E+07;2,39E+07;   0.000000E+0;35;38;5;6;5;5;5;6;0;0;6;7;7;7;0;0;7;7;193025
7777;09/05/2022;12:16:21.515;3,78E+07;2,39E+07;   0.000000E+0;37;38;5;6;5;6;6;6;0;0;7;6;7;7;0;0;7;7;193025
7778;09/05/2022;12:16:22.511;3,78E+07;2,39E+07;   0.000000E+0;36;39;5;6;5;6;6;6;0;0;6;7;7;7;0;0;7;7;193025
7779;09/05/2022;12:16:23.521;3,78E+07;2,39E+07;   0.000000E+0;36;39;5;6;5;6;6;6;0;0;6;7;7;7;0;0;7;7;193025
7780;09/05/2022;12:16:24.537;3,78E+07;2,39E+07;   0.000000E+0;37;37;5;5;5;5;5;6;0;0;7;7;7;7;0;0;8;7;193025
7781;09/05/2022;12:16:25.536;3,78E+07;2,39E+07;   0.000000E+0;36;39;5;5;5;5;5;5;0;0;7;9;7;7;0;0;7;8;193025
7782;09/05/2022;12:16:26.537;3,78E+07;2,39E+07;   0.000000E+0;36;39;5;5;5;5;5;5;0;0;7;9;7;7;0;0;7;8;193025
7783;09/05/2022;12:16:27.539;3,78E+07;2,39E+07;   0.000000E+0;37;39;5;5;5;5;5;6;0;0;8;9;7;7;0;0;7;7;193025
7784;09/05/2022;12:16:28.538;3,78E+07;2,39E+07;   0.000000E+0;37;39;5;5;5;5;5;6;0;0;8;9;7;7;0;0;7;7;193025
7785;09/05/2022;12:16:29.536;3,78E+07;2,39E+07;   0.000000E+0;36;37;4;4;5;5;5;5;0;0;8;9;7;7;0;0;7;7;193025
7786;09/05/2022;12:16:30.532;3,78E+07;2,39E+07;   0.000000E+0;35;38;4;5;4;5;5;5;0;0;8;9;7;7;0;0;7;7;193025
7787;09/05/2022;12:16:31.530;3,78E+07;2,39E+07;   0.000000E+0;35;38;4;5;4;5;5;5;0;0;8;9;7;7;0;0;7;7;193025
7788;09/05/2022;12:16:32.517;3,78E+07;2,39E+07;   0.000000E+0;36;37;4;4;5;4;5;5;0;0;8;10;7;7;0;0;7;7;193025
7789;09/05/2022;12:16:33.538;3,78E+07;2,40E+07;   0.000000E+0;36;37;4;4;5;4;5;5;0;0;8;10;7;7;0;0;7;7;193025
7790;09/05/2022;12:16:34.522;3,78E+07;2,39E+07;   0.000000E+0;36;38;4;4;4;5;5;5;0;0;8;10;8;7;0;0;7;7;193025
7791;09/05/2022;12:16:35.514;3,78E+07;2,39E+07;   0.000000E+0;37;38;4;4;5;4;5;5;0;0;8;10;8;8;0;0;7;7;193025
7792;09/05/2022;12:16:36.511;3,78E+07;2,39E+07;   0.000000E+0;37;38;4;4;5;4;5;5;0;0;8;10;8;8;0;0;7;7;193025
7793;09/05/2022;12:16:37.515;3,78E+07;2,39E+07;   0.000000E+0;36;37;4;4;4;4;5;5;0;0;8;10;8;7;0;0;7;7;193308
7794;09/05/2022;12:16:38.506;3,78E+07;2,39E+07;   0.000000E+0;36;37;4;4;4;4;5;5;0;0;8;10;8;7;0;0;7;7;193308
7795;09/05/2022;12:16:39.522;3,78E+07;2,39E+07;   0.000000E+0;35;38;4;4;4;4;5;5;0;0;7;10;8;8;0;0;7;7;193308
7796;09/05/2022;12:16:40.527;3,78E+07;2,39E+07;   0.000000E+0;36;36;4;4;4;4;5;5;0;0;8;9;8;7;0;0;7;7;193557
7797;09/05/2022;12:16:41.533;3,78E+07;2,39E+07;   0.000000E+0;36;36;4;4;4;4;5;5;0;0;8;9;8;7;0;0;7;7;193557
7798;09/05/2022;12:16:42.525;3,78E+07;2,39E+07;   0.000000E+0;36;38;4;4;4;4;5;5;0;0;8;10;8;8;0;0;7;7;193913
7799;09/05/2022;12:16:43.523;3,78E+07;2,39E+07;   0.000000E+0;36;38;4;5;4;5;5;5;0;0;8;9;8;7;0;0;7;7;194300
7800;09/05/2022;12:16:44.533;3,78E+07;2,39E+07;   0.000000E+0;36;38;4;5;4;5;5;5;0;0;8;9;8;7;0;0;7;7;194300
7801;09/05/2022;12:16:45.529;3,78E+07;2,39E+07;   0.000000E+0;36;37;4;4;4;4;5;5;0;0;8;9;8;8;0;0;7;7;194300
7802;09/05/2022;12:16:46.541;3,78E+07;2,39E+07;   0.000000E+0;36;37;4;4;4;4;5;5;0;0;8;9;8;8;0;0;7;7;194300
7803;09/05/2022;12:16:47.532;3,78E+07;2,39E+07;   0.000000E+0;36;37;4;4;4;5;5;5;0;0;8;9;8;7;0;0;7;7;194300
7804;09/05/2022;12:16:48.523;3,78E+07;2,39E+07;   0.000000E+0;36;37;4;4;4;4;5;5;0;0;8;9;8;8;0;0;7;7;194300
7805;09/05/2022;12:16:49.547;3,78E+07;2,39E+07;   0.000000E+0;36;37;4;4;4;4;5;5;0;0;8;9;8;8;0;0;7;7;194300
7806;09/05/2022;12:16:50.531;3,78E+07;2,39E+07;   0.000000E+0;36;39;4;5;4;5;5;5;0;0;8;10;8;7;0;0;7;7;194300
7807;09/05/2022;12:16:51.539;3,78E+07;2,39E+07;   0.000000E+0;36;39;4;5;4;5;5;5;0;0;8;10;8;7;0;0;7;7;194300
7808;09/05/2022;12:16:52.525;3,78E+07;2,39E+07;   0.000000E+0;36;38;4;4;4;4;5;5;0;0;8;10;8;8;0;0;7;7;194680
7809;09/05/2022;12:16:53.521;3,78E+07;2,39E+07;   0.000000E+0;33;38;4;5;4;4;5;5;0;0;7;10;7;7;0;0;6;7;194680
7810;09/05/2022;12:16:54.531;3,78E+07;2,39E+07;   0.000000E+0;33;38;4;5;4;4;5;5;0;0;7;10;7;7;0;0;6;7;194680
7811;09/05/2022;12:16:55.527;3,78E+07;2,39E+07;   0.000000E+0;35;37;4;5;5;5;6;6;0;0;7;8;7;7;0;0;6;6;194680
7812;09/05/2022;12:16:56.510;3,78E+07;2,39E+07;   0.000000E+0;36;38;5;5;5;5;6;6;0;0;7;8;7;7;0;0;6;7;194680
7813;09/05/2022;12:16:57.510;3,78E+07;2,39E+07;   0.000000E+0;36;38;5;5;5;5;6;6;0;0;7;8;7;7;0;0;6;7;194680
7814;09/05/2022;12:16:58.507;3,78E+07;2,39E+07;   0.000000E+0;37;36;5;5;5;5;6;6;0;0;7;7;8;7;0;0;6;6;194928
7815;09/05/2022;12:16:59.515;3,78E+07;2,39E+07;   0.000000E+0;37;36;5;5;5;5;6;6;0;0;7;7;8;7;0;0;6;6;194928
7816;09/05/2022;12:17:00.513;3,78E+07;2,39E+07;   0.000000E+0;36;37;5;5;5;5;6;6;0;0;6;7;7;7;0;0;7;7;194928
7817;09/05/2022;12:17:01.537;3,78E+07;2,39E+07;   0.000000E+0;36;38;5;6;5;5;6;6;0;0;6;7;7;7;0;0;7;7;194928
7818;09/05/2022;12:17:02.512;3,78E+07;2,39E+07;   0.000000E+0;36;38;5;6;5;5;6;6;0;0;6;7;7;7;0;0;7;7;194928
7819;09/05/2022;12:17:03.533;3,78E+07;2,39E+07;   0.000000E+0;36;37;5;5;5;5;6;5;0;0;6;7;7;8;0;0;7;7;194928
7820;09/05/2022;12:17:04.521;3,78E+07;2,39E+07;   0.000000E+0;36;37;5;5;5;5;6;5;0;0;6;7;7;8;0;0;7;7;194928
7821;09/05/2022;12:17:05.525;3,78E+07;2,39E+07;   0.000000E+0;36;39;5;6;5;6;6;6;0;0;6;7;7;7;0;0;7;7;194928
7822;09/05/2022;12:17:06.517;3,78E+07;2,39E+07;   0.000000E+0;37;38;5;5;5;5;6;6;0;0;7;7;7;8;0;0;7;7;194928
7823;09/05/2022;12:17:07.551;3,78E+07;2,39E+07;   0.000000E+0;37;38;5;5;5;5;6;6;0;0;7;7;7;8;0;0;7;7;194928
7824;09/05/2022;12:17:08.514;3,79E+07;2,39E+07;   0.000000E+0;37;38;5;6;5;6;6;6;0;0;7;7;7;7;0;0;7;6;194928
